,Date,Value,Ticker
1066,2020-06-30,-32.07,SURF
1067,2020-03-31,-15.60,SURF
1068,2019-12-31,-61.68,SURF
1069,2019-09-30,-48.21,SURF
1070,2019-06-30,-33.55,SURF
1071,2019-03-31,-19.18,SURF
1072,2018-12-31,-15.24,SURF
1073,2018-09-30,-0.18,SURF
1074,2018-06-30,12.26,SURF
1075,2018-03-31,30.53,SURF
1076,2017-12-31,-14.39,SURF
1077,2017-09-30,0.65,SURF
1078,2017-06-30,10.17,SURF
1079,2017-03-31,-4.58,SURF
1080,2016-12-31,,SURF
1081,,,BXRX
1082,2021-09-30,-36.70,BXRX
1083,2021-06-30,-24.13,BXRX
1084,2021-03-31,-14.08,BXRX
1085,2020-12-31,-44.70,BXRX
1086,2020-09-30,-29.73,BXRX
1087,2020-06-30,-17.62,BXRX
1088,2020-03-31,-6.31,BXRX
1089,2019-12-31,,BXRX
1090,2019-09-30,-43.74,BXRX
1091,,,LUCD
1092,2021-09-30,-7.83,LUCD
1093,2020-12-31,,LUCD
1094,2020-09-30,-3.95,LUCD
1095,,,QS
1096,2021-09-30,-165.70,QS
1097,2021-06-30,-98.09,QS
1098,2021-03-31,-34.70,QS
1099,2020-12-31,-85.36,QS
1100,2020-09-30,-48.03,QS
1101,2020-06-30,-31.89,QS
1102,2020-03-31,-16.42,QS
1103,2019-12-31,,QS
1104,,,RBOT
1105,2021-09-30,-23.97,RBOT
1106,2021-06-30,-0.86,RBOT
1107,2021-03-31,-0.07,RBOT
1108,2020-12-31,,RBOT
1109,2020-09-30,-8.31,RBOT
1110,,,VOR
1111,2021-09-30,,VOR
1112,2021-06-30,,VOR
1113,2021-03-31,,VOR
1114,,,RCHG
1115,2021-09-30,-0.48,RCHG
1116,2021-06-30,-0.34,RCHG
1117,2021-03-31,-0.22,RCHG
1118,2020-12-31,,RCHG
1119,2020-09-30,-0.03,RCHG
1120,,,PV
1121,2021-09-30,-0.99,PV
1122,2021-06-30,-0.83,PV
1123,2021-03-31,-0.84,PV
1124,2020-12-31,,PV
1125,2020-06-30,,PV
1126,,,LFTR
1127,2021-09-30,-0.73,LFTR
1128,2021-06-30,-0.45,LFTR
1129,2021-03-31,-0.10,LFTR
1130,2020-12-31,,LFTR
1131,2020-09-30,0.00,LFTR
1132,,,CTKB
1133,2021-09-30,-3.89,CTKB
1134,2021-06-30,-3.74,CTKB
1135,2020-12-31,,CTKB
1136,2020-09-30,2.17,CTKB
1137,2020-06-30,0.45,CTKB
1138,,,NSTC
1139,2021-12-31,-0.31,NSTC
1140,2021-09-30,,NSTC
1141,2021-06-30,-0.12,NSTC
1142,2021-03-31,0.00,NSTC
1143,2020-12-31,,NSTC
1144,,,FMIV
1145,2021-09-30,-1.10,FMIV
1146,2021-06-30,-0.88,FMIV
1147,2021-03-31,0.10,FMIV
1148,,,LAX
1149,2021-10-31,,LAX
1150,,,ARCK
1151,2021-09-30,,ARCK
1152,,,PPHP
1153,2021-09-30,,PPHP
1154,2021-06-30,,PPHP
1155,,,SGII
1156,2021-09-30,,SGII
1157,,,ARHS
1158,2021-09-30,,ARHS
1159,,,CTO
1160,2021-09-30,5.03,CTO
1161,2021-06-30,-61.47,CTO
1162,2021-03-31,-28.08,CTO
1163,2020-12-31,-65.26,CTO
1164,2020-09-30,-103.87,CTO
1165,2020-06-30,-90.97,CTO
1166,2020-03-31,-134.18,CTO
1167,2019-12-31,73.26,CTO
1168,2019-09-30,21.75,CTO
1169,2019-06-30,49.56,CTO
1170,2019-03-31,28.03,CTO
1171,2018-12-31,-55.20,CTO
1172,2018-09-30,15.80,CTO
1173,2018-06-30,9.59,CTO
1174,2018-03-31,-8.35,CTO
1175,2017-12-31,-37.08,CTO
1176,2017-09-30,-0.61,CTO
1177,2017-06-30,-1.33,CTO
1178,2017-03-31,5.91,CTO
1179,2016-12-31,-33.87,CTO
1180,2016-09-30,-7.60,CTO
1181,2016-06-30,13.72,CTO
1182,2016-03-31,-3.94,CTO
1183,2015-12-31,-35.42,CTO
1184,2015-09-30,-21.24,CTO
1185,2015-06-30,-1.58,CTO
1186,2015-03-31,-0.42,CTO
1187,2014-12-31,-27.62,CTO
1188,2014-09-30,-10.80,CTO
1189,2014-06-30,-14.79,CTO
1190,2014-03-31,-0.97,CTO
1191,2013-12-31,-2.72,CTO
1192,2013-09-30,-17.80,CTO
1193,2013-06-30,-13.39,CTO
1194,2013-03-31,-17.08,CTO
1195,2012-12-31,-13.16,CTO
1196,2012-09-30,3.08,CTO
1197,2012-06-30,3.21,CTO
1198,2012-03-31,0.71,CTO
1199,2011-12-31,-2.15,CTO
1200,2011-09-30,-0.96,CTO
1201,2011-06-30,-1.66,CTO
1202,2011-03-31,-0.59,CTO
1203,2010-12-31,-1.77,CTO
1204,2010-09-30,0.84,CTO
1205,2010-06-30,0.15,CTO
1206,2010-03-31,-0.20,CTO
1207,2009-12-31,-3.72,CTO
1208,2009-09-30,-1.08,CTO
1209,2009-06-30,-2.28,CTO
1210,2009-03-31,-2.28,CTO
1211,,,CSX
1212,2021-12-31,"3,837.00",CSX
1213,2021-09-30,"2,896.00",CSX
1214,2021-06-30,"1,872.00",CSX
1215,2021-03-31,926.00,CSX
1216,2020-12-31,"2,693.00",CSX
1217,2020-09-30,"1,970.00",CSX
1218,2020-06-30,"1,428.00",CSX
1219,2020-03-31,832.00,CSX
1220,2019-12-31,"3,447.00",CSX
1221,2019-09-30,"2,764.00",CSX
1222,2019-06-30,"1,644.00",CSX
1223,2019-03-31,868.00,CSX
1224,2018-12-31,"3,215.00",CSX
1225,2018-09-30,"2,423.00",CSX
1226,2018-06-30,"1,327.00",CSX
1227,2018-03-31,650.00,CSX
1228,2017-12-31,"1,529.00",CSX
1229,2017-09-30,"1,437.00",CSX
1230,2017-06-30,627.00,CSX
1231,2017-03-31,615.00,CSX
1232,2016-12-31,838.00,CSX
1233,2016-09-30,898.00,CSX
1234,2016-06-30,526.00,CSX
1235,2016-03-31,329.00,CSX
1236,2015-12-31,955.00,CSX
1237,2015-09-30,649.00,CSX
1238,2015-06-30,341.00,CSX
1239,2015-03-31,92.00,CSX
1240,2014-12-31,956.00,CSX
1241,2014-09-30,802.00,CSX
1242,2014-06-30,526.00,CSX
1243,2014-03-31,124.00,CSX
1244,2013-12-31,"1,007.00",CSX
1245,2013-09-30,812.00,CSX
1246,2013-06-30,494.00,CSX
1247,2013-03-31,240.00,CSX
1248,2012-12-31,791.00,CSX
1249,2012-09-30,474.00,CSX
1250,2012-06-30,68.00,CSX
1251,2012-03-31,-25.00,CSX
1252,2011-12-31,"1,434.00",CSX
1253,2011-09-30,"1,149.00",CSX
1254,2011-06-30,640.00,CSX
1255,2011-03-31,116.00,CSX
1256,2010-12-31,"1,529.00",CSX
1257,2010-09-30,"1,174.00",CSX
1258,2010-06-30,735.00,CSX
1259,2010-03-31,416.00,CSX
1260,2009-12-31,658.00,CSX
1261,2009-09-30,558.00,CSX
1262,2009-06-30,314.00,CSX
1263,2009-03-31,140.00,CSX
1264,,,VAL
1265,2021-09-30,-41.20,VAL
1266,2021-06-30,-52.20,VAL
1267,2021-03-31,-34.00,VAL
1268,2020-12-31,-293.70,VAL
1269,2020-09-30,-435.10,VAL
1270,2020-06-30,-434.40,VAL
1271,2020-03-31,-230.30,VAL
1272,2019-12-31,-486.20,VAL
1273,2019-09-30,-596.80,VAL
1274,2019-06-30,-423.70,VAL
1275,2019-03-31,-53.10,VAL
1276,2018-12-31,,VAL
1277,,,CVBF
1278,2021-09-30,135.46,CVBF
1279,2021-06-30,69.56,CVBF
1280,2021-03-31,47.43,CVBF
1281,2020-12-31,182.56,CVBF
1282,2020-09-30,137.71,CVBF
1283,2020-06-30,95.53,CVBF
1284,2020-03-31,74.65,CVBF
1285,2019-12-31,208.42,CVBF
1286,2019-09-30,149.84,CVBF
1287,2019-06-30,85.46,CVBF
1288,2019-03-31,58.48,CVBF
1289,2018-12-31,160.76,CVBF
1290,2018-09-30,113.08,CVBF
1291,2018-06-30,67.10,CVBF
1292,2018-03-31,53.35,CVBF
1293,2017-12-31,137.53,CVBF
1294,2017-09-30,107.16,CVBF
1295,2017-06-30,62.04,CVBF
1296,2017-03-31,56.15,CVBF
1297,2016-12-31,111.92,CVBF
1298,2016-09-30,95.87,CVBF
1299,2016-06-30,56.56,CVBF
1300,2016-03-31,30.42,CVBF
1301,2015-12-31,104.70,CVBF
1302,2015-09-30,84.12,CVBF
1303,2015-06-30,49.16,CVBF
1304,2015-03-31,27.96,CVBF
1305,2014-12-31,86.47,CVBF
1306,2014-09-30,65.18,CVBF
1307,2014-06-30,31.96,CVBF
1308,2014-03-31,28.65,CVBF
1309,2013-12-31,109.42,CVBF
1310,2013-09-30,70.73,CVBF
1311,2013-06-30,51.63,CVBF
1312,2013-03-31,7.27,CVBF
1313,2012-12-31,150.52,CVBF
1314,2012-09-30,111.90,CVBF
1315,2012-06-30,81.58,CVBF
1316,2012-03-31,33.86,CVBF
1317,2011-12-31,128.53,CVBF
1318,2011-09-30,95.30,CVBF
1319,2011-06-30,41.32,CVBF
1320,2011-03-31,27.33,CVBF
1321,2010-12-31,96.39,CVBF
1322,2010-09-30,63.35,CVBF
1323,2010-06-30,60.02,CVBF
1324,2010-03-31,40.14,CVBF
1325,2009-12-31,62.85,CVBF
1326,2009-09-30,66.35,CVBF
1327,2009-06-30,39.13,CVBF
1328,2009-03-31,32.93,CVBF
1329,,,HWM
1330,2021-09-30,16.00,HWM
1331,2021-06-30,-4.00,HWM
1332,2021-03-31,-61.00,HWM
1333,2020-12-31,-144.00,HWM
1334,2020-09-30,-248.00,HWM
1335,2020-06-30,-247.00,HWM
1336,2020-03-31,-246.00,HWM
1337,2019-12-31,-77.00,HWM
1338,2019-09-30,-488.00,HWM
1339,2019-06-30,-456.00,HWM
1340,2019-03-31,-422.00,HWM
1341,2018-12-31,-242.00,HWM
1342,2018-09-30,-699.00,HWM
1343,2018-06-30,-543.00,HWM
1344,2018-03-31,-553.00,HWM
1345,2017-12-31,-644.00,HWM
1346,2017-09-30,-742.00,HWM
1347,2017-06-30,-554.00,HWM
1348,2017-03-31,-508.00,HWM
1349,2016-12-31,-338.00,HWM
1350,2016-09-30,77.00,HWM
1351,2016-06-30,-77.00,HWM
1352,2016-03-31,-459.00,HWM
1353,2015-12-31,514.00,HWM
1354,2015-09-30,47.00,HWM
1355,2015-06-30,-158.00,HWM
1356,2015-03-31,-430.00,HWM
1357,2014-12-31,708.00,HWM
1358,2014-09-30,-528.00,HWM
1359,2014-06-30,-499.00,HWM
1360,2014-03-31,-760.00,HWM
1361,2013-12-31,398.00,HWM
1362,2013-09-30,-113.00,HWM
1363,2013-06-30,-77.00,HWM
1364,2013-03-31,-305.00,HWM
1365,2012-12-31,236.00,HWM
1366,2012-09-30,-299.00,HWM
1367,2012-06-30,-260.00,HWM
1368,2012-03-31,-506.00,HWM
1369,2011-12-31,906.00,HWM
1370,2011-09-30,250.00,HWM
1371,2011-06-30,86.00,HWM
1372,2011-03-31,-440.00,HWM
1373,2010-12-31,"1,246.00",HWM
1374,2010-09-30,241.00,HWM
1375,2010-06-30,65.00,HWM
1376,2010-03-31,-22.00,HWM
1377,2009-12-31,-257.00,HWM
1378,2009-09-30,"-1,018.00",HWM
1379,2009-06-30,-832.00,HWM
1380,2009-03-31,-742.00,HWM
1381,,,GOVX
1382,2021-09-30,-4.56,GOVX
1383,2021-06-30,-2.90,GOVX
1384,2021-03-31,-1.62,GOVX
1385,2020-12-31,-2.91,GOVX
1386,2020-09-30,-1.21,GOVX
1387,2020-06-30,-0.93,GOVX
1388,2020-03-31,-0.36,GOVX
1389,2019-12-31,-1.41,GOVX
1390,2019-09-30,-1.12,GOVX
1391,2019-06-30,-0.78,GOVX
1392,2019-03-31,-0.32,GOVX
1393,2018-12-31,-1.54,GOVX
1394,2018-09-30,-1.04,GOVX
1395,2018-06-30,-0.76,GOVX
1396,2018-03-31,-0.38,GOVX
1397,2017-12-31,-1.69,GOVX
1398,2017-09-30,-1.24,GOVX
1399,2017-06-30,-0.77,GOVX
1400,2017-03-31,-0.34,GOVX
1401,2016-12-31,-1.95,GOVX
1402,2016-09-30,-1.58,GOVX
1403,2016-06-30,-1.17,GOVX
1404,2016-03-31,-0.63,GOVX
1405,2015-12-31,-2.72,GOVX
1406,2015-09-30,-1.96,GOVX
1407,2015-06-30,-1.31,GOVX
1408,2015-03-31,-0.64,GOVX
1409,2014-12-31,-2.29,GOVX
1410,2014-09-30,-1.65,GOVX
1411,2014-06-30,-1.14,GOVX
1412,2014-03-31,-0.50,GOVX
1413,2013-12-31,-1.78,GOVX
1414,2013-09-30,-0.96,GOVX
1415,2013-06-30,-0.80,GOVX
1416,2013-03-31,-0.35,GOVX
1417,2012-12-31,-2.44,GOVX
1418,2012-09-30,-1.89,GOVX
1419,2012-06-30,-1.66,GOVX
1420,2012-03-31,-1.24,GOVX
1421,2011-12-31,-0.32,GOVX
1422,2011-09-30,-0.51,GOVX
1423,2011-06-30,-0.41,GOVX
1424,2011-03-31,-0.54,GOVX
1425,2010-12-31,-2.44,GOVX
1426,2010-09-30,-1.83,GOVX
1427,2010-06-30,-1.37,GOVX
1428,2010-03-31,-0.54,GOVX
1429,2009-12-31,-1.70,GOVX
1430,2009-09-30,-1.32,GOVX
1431,2009-06-30,-1.20,GOVX
1432,2009-03-31,-0.46,GOVX
1433,,,SDON
1434,2021-09-30,-0.01,SDON
1435,2021-06-30,-0.01,SDON
1436,2021-03-31,,SDON
1437,2020-12-31,-0.04,SDON
1438,2020-09-30,-0.02,SDON
1439,2020-06-30,-0.02,SDON
1440,2020-03-31,-0.01,SDON
1441,2019-12-31,-0.02,SDON
1442,2019-09-30,-0.02,SDON
1443,2019-06-30,-14.63,SDON
1444,2019-03-31,-0.01,SDON
1445,2018-12-31,-0.02,SDON
1446,2018-09-30,-0.01,SDON
1447,2018-06-30,-0.01,SDON
1448,2018-03-31,-0.01,SDON
1449,2017-12-31,-0.02,SDON
1450,2017-09-30,-0.02,SDON
1451,2017-06-30,-0.02,SDON
1452,2017-03-31,-0.01,SDON
1453,2016-12-31,-0.02,SDON
1454,2016-09-30,-0.02,SDON
1455,2016-06-30,-0.01,SDON
1456,2016-03-31,-0.01,SDON
1457,2015-12-31,-0.02,SDON
1458,2015-09-30,-0.02,SDON
1459,2015-06-30,-0.01,SDON
1460,2015-03-31,-0.01,SDON
1461,2014-12-31,-0.02,SDON
1462,2014-09-30,-0.02,SDON
1463,2014-06-30,-0.02,SDON
1464,2014-03-31,-0.02,SDON
1465,2013-12-31,-0.01,SDON
1466,2013-09-30,-0.00,SDON
1467,2013-06-30,-0.00,SDON
1468,2013-03-31,0.00,SDON
1469,2012-12-31,-0.02,SDON
1470,2012-09-30,-0.02,SDON
1471,2012-06-30,-0.00,SDON
1472,2012-03-31,-0.00,SDON
1473,2011-12-31,-0.01,SDON
1474,2011-09-30,-0.01,SDON
1475,2011-06-30,-0.01,SDON
1476,2011-03-31,-0.00,SDON
1477,2010-12-31,-0.02,SDON
1478,2010-09-30,-0.01,SDON
1479,2010-06-30,-0.01,SDON
1480,2010-03-31,-0.00,SDON
1481,2009-12-31,-0.02,SDON
1482,2009-09-30,-0.01,SDON
1483,2009-06-30,-0.01,SDON
1484,2009-03-31,-0.00,SDON
1485,,,SUI
1486,2021-09-30,-677.44,SUI
1487,2021-06-30,-380.33,SUI
1488,2021-03-31,-55.47,SUI
1489,2020-12-31,"-1,873.24",SUI
1490,2020-09-30,-143.88,SUI
1491,2020-06-30,-21.09,SUI
1492,2020-03-31,-26.07,SUI
1493,2019-12-31,-503.87,SUI
1494,2019-09-30,-374.53,SUI
1495,2019-06-30,-282.49,SUI
1496,2019-03-31,-279.18,SUI
1497,2018-12-31,29.57,SUI
1498,2018-09-30,79.01,SUI
1499,2018-06-30,-200.83,SUI
1500,2018-03-31,15.31,SUI
1501,2017-12-31,-142.36,SUI
1502,2017-09-30,-40.83,SUI
1503,2017-06-30,-10.94,SUI
1504,2017-03-31,-2.33,SUI
1505,2016-12-31,"-1,376.16",SUI
1506,2016-09-30,"-1,350.56",SUI
1507,2016-06-30,"-1,336.63",SUI
1508,2016-03-31,7.19,SUI
1509,2015-12-31,-234.07,SUI
1510,2015-09-30,-260.82,SUI
1511,2015-06-30,-219.18,SUI
1512,2015-03-31,-129.39,SUI
1513,2014-12-31,-407.90,SUI
1514,2014-09-30,-95.88,SUI
1515,2014-06-30,-124.30,SUI
1516,2014-03-31,-93.34,SUI
1517,2013-12-31,-187.92,SUI
1518,2013-09-30,-128.32,SUI
1519,2013-06-30,-111.50,SUI
1520,2013-03-31,-9.88,SUI
1521,2012-12-31,-286.03,SUI
1522,2012-09-30,-30.88,SUI
1523,2012-06-30,-16.06,SUI
1524,2012-03-31,-7.28,SUI
1525,2011-12-31,-20.55,SUI
1526,2011-09-30,-14.74,SUI
1527,2011-06-30,-8.10,SUI
1528,2011-03-31,1.52,SUI
1529,2010-12-31,11.38,SUI
1530,2010-09-30,8.47,SUI
1531,2010-06-30,11.00,SUI
1532,2010-03-31,8.43,SUI
1533,2009-12-31,14.79,SUI
1534,2009-09-30,14.76,SUI
1535,2009-06-30,15.22,SUI
1536,2009-03-31,8.63,SUI
1537,,,DAR
1538,2021-09-30,264.12,DAR
1539,2021-06-30,174.91,DAR
1540,2021-03-31,79.68,DAR
1541,2020-12-31,347.33,DAR
1542,2020-09-30,286.79,DAR
1543,2020-06-30,141.50,DAR
1544,2020-03-31,-26.67,DAR
1545,2019-12-31,21.36,DAR
1546,2019-09-30,32.99,DAR
1547,2019-06-30,-3.75,DAR
1548,2019-03-31,-27.80,DAR
1549,2018-12-31,96.05,DAR
1550,2018-09-30,-10.67,DAR
1551,2018-06-30,-8.84,DAR
1552,2018-03-31,-28.18,DAR
1553,2017-12-31,144.36,DAR
1554,2017-09-30,77.28,DAR
1555,2017-06-30,73.32,DAR
1556,2017-03-31,33.51,DAR
1557,2016-12-31,154.80,DAR
1558,2016-09-30,116.83,DAR
1559,2016-06-30,61.23,DAR
1560,2016-03-31,-6.91,DAR
1561,2015-12-31,194.95,DAR
1562,2015-09-30,136.86,DAR
1563,2015-06-30,90.31,DAR
1564,2015-03-31,8.94,DAR
1565,2014-12-31,55.52,DAR
1566,2014-09-30,28.12,DAR
1567,2014-06-30,-60.20,DAR
1568,2014-03-31,-80.54,DAR
1569,2013-12-31,94.77,DAR
1570,2013-09-30,84.65,DAR
1571,2013-06-30,75.78,DAR
1572,2013-03-31,33.50,DAR
1573,2012-12-31,137.99,DAR
1574,2012-09-30,115.41,DAR
1575,2012-06-30,90.98,DAR
1576,2012-03-31,31.11,DAR
1577,2011-12-31,182.24,DAR
1578,2011-09-30,131.15,DAR
1579,2011-06-30,91.30,DAR
1580,2011-03-31,68.22,DAR
1581,2010-12-31,57.41,DAR
1582,2010-09-30,32.41,DAR
1583,2010-06-30,17.33,DAR
1584,2010-03-31,10.22,DAR
1585,2009-12-31,57.46,DAR
1586,2009-09-30,37.21,DAR
1587,2009-06-30,22.15,DAR
1588,2009-03-31,1.30,DAR
