,cik,company.name,ticker,date.filed,period.of.report,90_DAYS,Filed_Close_Price,90_Days_Close_Price,Price_Change,Pct_Change_Price
0,1013880,TELETECH HOLDINGS INC,TTEC,2017-05-09,3/31/17,2017-08-07,32.45000076293945,40.849998474121094,8.39999771118164,0.25885970766370897
1,1013880,TELETECH HOLDINGS INC,TTEC,2017-11-08,9/30/17,2018-02-06,41.20000076293945,36.20000076293945,-5.0,-0.12135922105364715
2,1013880,TTEC Holdings  Inc ,TTEC,2018-05-10,3/31/18,2018-08-08,32.79999923706055,26.25,-6.549999237060547,-0.19969510333584817
3,1013880,TTEC Holdings  Inc ,TTEC,2018-08-07,6/30/18,2018-11-05,32.79999923706055,25.270000457763672,-7.529998779296875,-0.2295731388551
4,1013880,TTEC Holdings  Inc ,TTEC,2018-11-07,9/30/18,2019-02-05,25.43000030517578,33.65999984741211,8.229999542236328,0.3236334818510117
5,1013880,TTEC Holdings  Inc ,TTEC,2019-05-07,3/31/19,2019-08-05,35.959999084472656,43.75,7.790000915527344,0.21662961940649844
6,1013880,TTEC Holdings  Inc ,TTEC,2019-08-07,6/30/19,2019-11-05,44.91999816894531,47.439998626708984,2.520000457763672,0.05609974533582755
7,1013880,TTEC Holdings  Inc ,TTEC,2019-11-05,9/30/19,2020-02-03,47.439998626708984,40.72999954223633,-6.709999084472656,-0.1414418060437061
8,1013880,TTEC Holdings  Inc ,TTEC,2020-08-05,6/30/20,2020-11-03,52.459999084472656,58.5099983215332,6.049999237060547,0.11532595010759832
9,1013880,TTEC Holdings  Inc ,TTEC,2020-11-04,9/30/20,2021-02-02,61.29999923706055,81.06999969482422,19.770000457763672,0.32251224639185955
10,1013880,TTEC Holdings  Inc ,TTEC,2021-05-04,3/31/21,2021-08-02,102.7699966430664,102.19000244140625,-0.5799942016601562,-0.005643614095605663
11,1013880,TTEC Holdings  Inc ,TTEC,2021-08-03,6/30/21,2021-11-01,102.41000366210938,97.05999755859375,-5.350006103515625,-0.05224104982133763
12,1013880,TTEC Holdings  Inc ,TTEC,2021-11-09,9/30/21,2022-02-07,100.94000244140625,75.12999725341797,-25.81000518798828,-0.2556964985509139
13,1016281,CARRIAGE SERVICES INC,CSV,2017-04-26,3/31/17,2017-07-25,28.81999969482422,26.799999237060547,-2.020000457763672,-0.07009023175411218
14,1016281,CARRIAGE SERVICES INC,CSV,2017-07-28,6/30/17,2017-10-26,24.90999984741211,25.899999618530273,0.9899997711181641,0.03974306612535025
15,1016281,CARRIAGE SERVICES INC,CSV,2017-10-25,9/30/17,2018-01-23,24.010000228881836,26.610000610351562,2.6000003814697266,0.10828822810014653
16,1016281,CARRIAGE SERVICES INC,CSV,2018-04-27,3/31/18,2018-07-26,26.850000381469727,24.6299991607666,-2.220001220703125,-0.08268160853491972
17,1016281,CARRIAGE SERVICES INC,CSV,2018-07-31,6/30/18,2018-10-29,24.989999771118164,18.889999389648438,-6.100000381469727,-0.24409765655619234
18,1016281,CARRIAGE SERVICES INC,CSV,2018-11-01,9/30/18,2019-01-30,14.970000267028809,19.610000610351562,4.640000343322754,0.30995325721819006
19,1016281,CARRIAGE SERVICES INC,CSV,2019-05-02,3/31/19,2019-07-31,17.770000457763672,19.1200008392334,1.3500003814697266,0.07597075670754497
20,1016281,CARRIAGE SERVICES INC,CSV,2019-08-01,6/30/19,2019-10-30,22.34000015258789,26.15999984741211,3.8199996948242188,0.17099371838552588
21,1016281,CARRIAGE SERVICES INC,CSV,2019-10-30,9/30/19,2020-01-28,26.15999984741211,24.459999084472656,-1.7000007629394531,-0.06498473902352207
22,1016281,CARRIAGE SERVICES INC,CSV,2020-05-27,3/31/20,2020-08-25,18.940000534057617,22.56999969482422,3.6299991607666016,0.19165781723391154
23,1016281,CARRIAGE SERVICES INC,CSV,2020-08-04,6/30/20,2020-11-02,22.34000015258789,26.270000457763672,3.9300003051757812,0.17591764898535714
24,1016281,CARRIAGE SERVICES INC,CSV,2020-11-03,9/30/20,2021-02-01,27.739999771118164,33.279998779296875,5.539999008178711,0.19971157368021134
25,1016281,CARRIAGE SERVICES INC,CSV,2021-05-05,3/31/21,2021-08-03,38.619998931884766,36.9900016784668,-1.6299972534179688,-0.04220604087257597
26,1016281,CARRIAGE SERVICES INC,CSV,2021-08-04,6/30/21,2021-11-02,36.93000030517578,48.619998931884766,11.689998626708984,0.31654477471181114
27,1016281,CARRIAGE SERVICES INC,CSV,2021-11-03,9/30/21,2022-02-01,48.29999923706055,49.83000183105469,1.5300025939941406,0.031677072839789426
28,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2017-05-10,5/10/17,2017-08-08,37.20000076293945,36.45000076293945,-0.75,-0.02016128990909023
29,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2017-08-04,6/30/17,2017-11-02,36.0,39.0,3.0,0.08333333333333333
30,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2017-11-07,9/30/17,2018-02-05,37.599998474121094,39.54999923706055,1.9500007629394531,0.05186172452324906
31,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2018-05-10,3/31/18,2018-08-08,41.20000076293945,37.099998474121094,-4.100002288818359,-0.0995146168178333
32,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2018-08-08,6/30/18,2018-11-06,37.099998474121094,30.360000610351562,-6.739997863769531,-0.1816711089212303
33,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2018-11-08,9/30/18,2019-02-06,30.989999771118164,29.899999618530273,-1.0900001525878906,-0.03517264151785316
34,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2019-05-08,3/31/19,2019-08-06,30.450000762939453,28.950000762939453,-1.5,-0.04926108250958216
35,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2019-08-08,6/30/19,2019-11-06,29.030000686645508,34.189998626708984,5.159997940063477,0.17774708294916433
36,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2019-11-07,9/30/19,2020-02-05,34.18000030517578,30.790000915527344,-3.3899993896484375,-0.09918078874724584
37,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2020-05-08,3/31/20,2020-08-06,20.739999771118164,21.43000030517578,0.6900005340576172,0.033269071440323206
38,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2020-08-07,6/30/20,2020-11-05,22.530000686645508,26.440000534057617,3.9099998474121094,0.17354637053915994
39,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2020-11-06,9/30/20,2021-02-04,26.079999923706055,36.040000915527344,9.960000991821289,0.38190187963796357
40,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2021-05-07,3/31/21,2021-08-05,46.400001525878906,38.59000015258789,-7.810001373291016,-0.16831898957880648
41,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2021-08-06,6/30/21,2021-11-04,39.95000076293945,43.459999084472656,3.509998321533203,0.08785978108889887
42,1028918,PACIFIC PREMIER BANCORP INC,PPBI,2021-11-05,9/30/21,2022-02-03,44.52000045776367,37.779998779296875,-6.740001678466797,-0.1513926686694684
43,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2017-05-09,3/31/17,2017-08-07,23.809999465942383,27.350000381469727,3.5400009155273438,0.1486770682456726
44,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2017-11-09,9/30/17,2018-02-07,28.5,30.520000457763672,2.020000457763672,0.07087720904433936
45,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2018-05-08,3/31/18,2018-08-06,29.270000457763672,35.54999923706055,6.279998779296875,0.2145541059474479
46,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2018-08-08,6/30/18,2018-11-06,36.81999969482422,33.790000915527344,-3.029998779296875,-0.08229220001114779
47,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2018-11-06,9/30/18,2019-02-04,33.790000915527344,31.700000762939453,-2.0900001525878906,-0.0618526219579794
48,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2019-05-08,3/31/19,2019-08-06,29.350000381469727,22.75,-6.600000381469727,-0.2248722417610826
49,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2019-08-08,6/30/19,2019-11-06,23.1299991607666,26.1299991607666,3.0,0.1297016908279287
50,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2019-11-08,9/30/19,2020-02-06,28.399999618530273,29.149999618530273,0.75,0.02640845105894453
51,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2020-11-06,9/30/20,2021-02-04,23.93000030517578,30.049999237060547,6.119998931884766,0.25574587771990465
52,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL-PA,2020-11-06,9/30/20,2021-02-04,25.670000076293945,25.969999313354492,0.2999992370605469,0.011686764167078985
53,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL-PB,2020-11-06,9/30/20,2021-02-04,26.790000915527344,27.0,0.20999908447265625,0.007838711358570423
54,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL,2021-11-09,9/30/21,2022-02-07,35.04999923706055,42.099998474121094,7.049999237060547,0.20114120942993186
55,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL-PA,2021-11-09,9/30/21,2022-02-07,28.1200008392334,25.959999084472656,-2.160001754760742,-0.07681371587112754
56,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,AEL-PB,2021-11-09,9/30/21,2022-02-07,28.809999465942383,26.760000228881836,-2.049999237060547,-0.07115582350093219
57,1040829,Ryman Hospitality Properties  Inc ,RHP,2017-05-04,3/31/17,2017-08-02,63.689998626708984,61.849998474121094,-1.8400001525878906,-0.02888993864440546
58,1040829,Ryman Hospitality Properties  Inc ,RHP,2017-08-08,6/30/17,2017-11-06,60.630001068115234,66.04000091552734,5.409999847412109,0.08922975015841092
59,1040829,Ryman Hospitality Properties  Inc ,RHP,2017-11-07,9/30/17,2018-02-05,64.88999938964844,69.58000183105469,4.69000244140625,0.07227619795839328
60,1040829,Ryman Hospitality Properties  Inc ,RHP,2018-05-03,3/31/18,2018-08-01,79.27999877929688,85.30999755859375,6.029998779296875,0.07605952159615251
61,1040829,Ryman Hospitality Properties  Inc ,RHP,2018-08-08,6/30/18,2018-11-06,82.7300033569336,74.08000183105469,-8.650001525878906,-0.1045570068280911
62,1040829,Ryman Hospitality Properties  Inc ,RHP,2018-11-07,9/30/18,2019-02-05,76.16000366210938,80.5999984741211,4.439994812011719,0.05829824840489964
63,1040829,Ryman Hospitality Properties  Inc ,RHP,2019-05-07,3/31/19,2019-08-05,85.0999984741211,72.16999816894531,-12.930000305175781,-0.1519389017275693
64,1040829,Ryman Hospitality Properties  Inc ,RHP,2019-08-06,6/30/19,2019-11-04,76.0,86.16000366210938,10.160003662109375,0.13368425871196546
65,1040829,Ryman Hospitality Properties  Inc ,RHP,2019-11-05,9/30/19,2020-02-03,89.1500015258789,85.94999694824219,-3.2000045776367188,-0.03589461046400325
66,1040829,Ryman Hospitality Properties  Inc ,RHP,2020-05-07,3/31/20,2020-08-05,29.780000686645508,32.91999816894531,3.1399974822998047,0.10543980557085413
67,1040829,Ryman Hospitality Properties  Inc ,RHP,2020-08-06,6/30/20,2020-11-04,33.880001068115234,40.52000045776367,6.6399993896484375,0.19598580815563785
68,1040829,Ryman Hospitality Properties  Inc ,RHP,2020-11-03,9/30/20,2021-02-01,40.86000061035156,66.98999786376953,26.12999725341797,0.6395006574424313
69,1040829,Ryman Hospitality Properties  Inc ,RHP,2021-05-04,3/31/21,2021-08-02,76.05000305175781,75.94999694824219,-0.100006103515625,-0.0013150045956942728
70,1040829,Ryman Hospitality Properties  Inc ,RHP,2021-08-03,6/30/21,2021-11-01,76.94999694824219,87.80999755859375,10.860000610351562,0.14113061781738828
71,1040829,Ryman Hospitality Properties  Inc ,RHP,2021-11-02,9/30/21,2022-01-31,89.36000061035156,88.4000015258789,-0.9599990844726562,-0.010743051453845322
72,1096056,LUXFER HOLDINGS PLC,LXFR,2019-05-01,3/31/19,2019-07-30,23.940000534057617,20.5,-3.440000534057617,-0.14369258384784872
73,1096056,LUXFER HOLDINGS PLC,LXFR,2019-07-31,6/30/19,2019-10-29,19.81999969482422,17.09000015258789,-2.729999542236328,-0.13773963593698937
74,1096056,LUXFER HOLDINGS PLC,LXFR,2019-10-30,9/29/19,2020-01-28,17.09000015258789,17.059999465942383,-0.030000686645507812,-0.0017554526844732001
75,1099590,MERCADOLIBRE INC,MELI,2017-05-05,3/31/17,2017-08-03,275.1600036621094,292.3800048828125,17.220001220703125,0.06258177420963011
76,1099590,MERCADOLIBRE INC,MELI,2017-08-04,6/30/17,2017-11-02,260.4700012207031,236.0,-24.470001220703125,-0.0939455641955829
77,1099590,MERCADOLIBRE INC,MELI,2017-11-03,9/30/17,2018-02-01,267.3500061035156,378.760009765625,111.41000366210938,0.41671966006603484
78,1099590,MERCADOLIBRE INC,MELI,2018-05-10,3/31/18,2018-08-08,316.6300048828125,344.42999267578125,27.79998779296875,0.08779960005135258
79,1099590,MERCADOLIBRE INC,MELI,2018-08-09,6/30/18,2018-11-07,384.3900146484375,349.55999755859375,-34.83001708984375,-0.09061113911010209
80,1099590,MERCADOLIBRE INC,MELI,2018-11-02,9/30/18,2019-01-31,354.3900146484375,364.0,9.6099853515625,0.027116975519459293
81,1099590,MERCADOLIBRE INC,MELI,2019-05-03,3/31/19,2019-08-01,578.9400024414062,626.4500122070312,47.510009765625,0.0820637882427781
82,1099590,MERCADOLIBRE INC,MELI,2019-08-08,6/30/19,2019-11-06,688.0999755859375,482.95001220703125,-205.14996337890625,-0.2981397626183826
83,1099590,MERCADOLIBRE INC,MELI,2019-11-01,9/30/19,2020-01-30,490.0,671.0800170898438,181.08001708984375,0.3695510552853954
84,1099590,MERCADOLIBRE INC,MELI,2020-05-06,3/31/20,2020-08-04,742.8800048828125,1173.9300537109375,431.050048828125,0.5802418237062688
85,1099590,MERCADOLIBRE INC,MELI,2020-11-05,9/30/20,2021-02-03,1437.800048828125,1870.52001953125,432.719970703125,0.3009597690971093
86,1099590,MERCADOLIBRE INC,MELI,2021-05-06,3/31/21,2021-08-04,1446.3399658203125,1570.0,123.6600341796875,0.08549859445358819
87,1099590,MERCADOLIBRE INC,MELI,2021-08-05,6/30/21,2021-11-03,1786.1099853515625,1531.9300537109375,-254.179931640625,-0.1423092271613914
88,1099590,MERCADOLIBRE INC,MELI,2021-11-05,9/30/21,2022-02-03,1629.760009765625,999.739990234375,-630.02001953125,-0.3865722657054598
89,1101239,EQUINIX INC,EQIX,2017-05-05,3/31/17,2017-08-03,426.25,449.3599853515625,23.1099853515625,0.05421697443181818
90,1101239,EQUINIX INC,EQIX,2017-08-04,6/30/17,2017-11-02,445.5799865722656,488.67999267578125,43.100006103515625,0.09672787692973621
91,1101239,EQUINIX INC,EQIX,2017-11-03,9/30/17,2018-02-01,486.6499938964844,444.5400085449219,-42.1099853515625,-0.08653033161348347
92,1101239,EQUINIX INC,EQIX,2018-05-04,3/31/18,2018-08-02,403.8800048828125,447.8900146484375,44.010009765625,0.10896803316221285
93,1101239,EQUINIX INC,EQIX,2018-08-08,6/30/18,2018-11-06,447.5,396.0400085449219,-51.459991455078125,-0.11499439431302375
94,1101239,EQUINIX INC,EQIX,2018-11-02,9/30/18,2019-01-31,392.42999267578125,394.0,1.57000732421875,0.004000732241472334
95,1101239,EQUINIX INC,EQIX,2019-05-03,3/31/19,2019-08-01,476.989990234375,522.75,45.760009765625,0.09593494769804341
96,1101239,EQUINIX INC,EQIX,2019-08-02,6/30/19,2019-10-31,524.0900268554688,566.780029296875,42.69000244140625,0.08145547568906346
97,1101239,EQUINIX INC,EQIX,2019-11-01,9/30/19,2020-01-30,562.239990234375,603.0,40.760009765625,0.0724957499886015
98,1101239,EQUINIX INC,EQIX,2020-05-07,3/31/20,2020-08-05,675.3400268554688,794.0399780273438,118.699951171875,0.17576323992606807
99,1101239,EQUINIX INC,EQIX,2020-07-31,6/30/20,2020-10-29,785.47998046875,740.6799926757812,-44.79998779296875,-0.05703517455178617
100,1101239,EQUINIX INC,EQIX,2020-10-30,9/30/20,2021-01-28,731.239990234375,738.22998046875,6.989990234375,0.009559091854555968
101,1101239,EQUINIX INC,EQIX,2021-04-30,3/31/21,2021-07-29,720.760009765625,786.3800048828125,65.6199951171875,0.09104278015996704
102,1101239,EQUINIX INC,EQIX,2021-07-30,6/30/21,2021-10-28,820.4099731445312,847.2999877929688,26.8900146484375,0.032776313707366764
103,1101239,EQUINIX INC,EQIX,2021-11-04,9/30/21,2022-02-02,803.5900268554688,716.5499877929688,-87.0400390625,-0.10831398617911762
104,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2017-05-04,3/31/17,2017-08-02,41.20000076293945,40.599998474121094,-0.6000022888183594,-0.014563162080280303
105,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2017-08-03,6/30/17,2017-11-01,42.349998474121094,53.54999923706055,11.200000762939453,0.26446283746110316
106,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2017-11-02,9/30/17,2018-01-31,47.0,45.099998474121094,-1.9000015258789062,-0.04042556438040226
107,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2018-05-03,3/31/18,2018-08-01,49.099998474121094,52.45000076293945,3.3500022888183594,0.06822815464208272
108,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2018-08-02,6/30/18,2018-10-31,51.099998474121094,51.97999954223633,0.8800010681152344,0.0172211564460398
109,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2018-11-01,9/30/18,2019-01-30,49.59000015258789,47.290000915527344,-2.299999237060547,-0.046380303084966205
110,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2019-05-02,3/31/19,2019-07-31,54.939998626708984,63.0099983215332,8.069999694824219,0.14688751176817472
111,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2019-08-08,6/30/19,2019-11-06,56.70000076293945,57.459999084472656,0.7599983215332031,0.01340385028759924
112,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2019-11-07,9/30/19,2020-02-05,60.83000183105469,71.81999969482422,10.989997863769531,0.18066739327564776
113,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2020-05-07,3/31/20,2020-08-05,78.44000244140625,85.88999938964844,7.4499969482421875,0.09497701066247731
114,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2020-08-06,6/30/20,2020-11-04,79.05000305175781,57.290000915527344,-21.76000213623047,-0.27526883360122273
115,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2020-11-05,9/30/20,2021-02-03,55.040000915527344,59.5099983215332,4.469997406005859,0.08121361431054823
116,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2021-04-28,3/31/21,2021-07-27,68.55999755859375,76.30000305175781,7.7400054931640625,0.11289389977806207
117,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2021-08-05,6/30/21,2021-11-03,75.48999786376953,76.91000366210938,1.4200057983398438,0.01881051581035158
118,1158324,COGENT COMMUNICATIONS HOLDINGS  INC ,CCOI,2021-11-04,9/30/21,2022-02-02,77.33000183105469,63.939998626708984,-13.390003204345703,-0.17315405259654937
119,1297996,Digital Realty Trust  Inc ,DLR,2017-05-10,3/31/17,2017-08-08,114.43000030517578,113.7699966430664,-0.660003662109375,-0.005767750243373218
120,1297996,Digital Realty Trust  Inc ,DLR,2017-08-09,6/30/17,2017-11-07,114.41000366210938,122.01000213623047,7.599998474121094,0.06642774434800654
121,1297996,Digital Realty Trust  Inc ,DLR-PJ,2017-08-09,6/30/17,2017-11-07,24.59000015258789,25.149999618530273,0.5599994659423828,0.022773463296764055
122,1297996,Digital Realty Trust  Inc ,DLR,2017-11-09,9/30/17,2018-02-07,122.23999786376953,104.16999816894531,-18.06999969482422,-0.14782395296637968
123,1297996,Digital Realty Trust  Inc ,DLR-PJ,2017-11-09,9/30/17,2018-02-07,25.100000381469727,23.229999542236328,-1.8700008392333984,-0.07450202433518452
124,1297996,Digital Realty Trust  Inc ,DLR,2018-05-08,3/31/18,2018-08-06,104.54000091552734,122.08000183105469,17.540000915527344,0.1677826742100413
125,1297996,Digital Realty Trust  Inc ,DLR-PJ,2018-05-08,3/31/18,2018-08-06,23.18000030517578,24.18000030517578,1.0,0.0431406379134824
126,1297996,Digital Realty Trust  Inc ,DLR,2018-08-07,6/30/18,2018-11-05,122.12999725341797,110.4800033569336,-11.649993896484375,-0.09539011019799506
127,1297996,Digital Realty Trust  Inc ,DLR-PJ,2018-08-07,6/30/18,2018-11-05,24.209999084472656,22.170000076293945,-2.039999008178711,-0.0842626635821348
128,1297996,Digital Realty Trust  Inc ,DLR,2018-11-02,9/30/18,2019-01-31,107.52999877929688,108.33999633789062,0.80999755859375,0.007532758930428833
129,1297996,Digital Realty Trust  Inc ,DLR-PJ,2018-11-02,9/30/18,2019-01-31,21.98040008544922,23.440000534057617,1.4596004486083984,0.06640463517197932
130,1297996,Digital Realty Trust  Inc ,DLR,2019-05-10,3/31/19,2019-08-08,117.58000183105469,119.73999786376953,2.1599960327148438,0.018370437141329892
131,1297996,Digital Realty Trust  Inc ,DLR-PK,2019-05-10,3/31/19,2019-08-08,25.43000030517578,26.25,0.8199996948242188,0.032245367085478316
132,1297996,Digital Realty Trust  Inc ,DLR-PJ,2019-05-10,3/31/19,2019-08-08,24.709999084472656,25.770000457763672,1.0600013732910156,0.042897669468434034
133,1297996,DIGITAL REALTY TRUST  INC ,DLR,2019-08-07,6/30/19,2019-11-05,118.52999877929688,123.33000183105469,4.8000030517578125,0.04049610310631513
134,1297996,DIGITAL REALTY TRUST  INC ,DLR-PK,2019-08-07,6/30/19,2019-11-05,26.155000686645508,27.1200008392334,0.9650001525878906,0.03689543594929479
135,1297996,DIGITAL REALTY TRUST  INC ,DLR-PJ,2019-08-07,6/30/19,2019-11-05,25.690000534057617,25.899999618530273,0.20999908447265625,0.00817435111354931
136,1297996,DIGITAL REALTY TRUST  INC ,DLR,2019-11-08,9/30/19,2020-02-06,116.56999969482422,124.0199966430664,7.4499969482421875,0.0639100709251608
137,1297996,DIGITAL REALTY TRUST  INC ,DLR-PK,2019-11-08,9/30/19,2020-02-06,26.889999389648438,27.948999404907227,1.059000015258789,0.03938267159896111
138,1297996,DIGITAL REALTY TRUST  INC ,DLR-PJ,2019-11-08,9/30/19,2020-02-06,25.700000762939453,26.579999923706055,0.8799991607666016,0.03424121146469379
139,1297996,DIGITAL REALTY TRUST  INC ,DLR-PL,2019-11-08,9/30/19,2020-02-06,25.350000381469727,26.260000228881836,0.9099998474121094,0.03589742933800106
140,1297996,DIGITAL REALTY TRUST  INC ,DLR,2020-11-06,9/30/20,2021-02-04,146.67999267578125,145.0500030517578,-1.6299896240234375,-0.011112555940920562
141,1297996,DIGITAL REALTY TRUST  INC ,DLR-PK,2020-11-06,9/30/20,2021-02-04,27.81999969482422,27.3700008392334,-0.4499988555908203,-0.016175372412909856
142,1297996,DIGITAL REALTY TRUST  INC ,DLR-PJ,2020-11-06,9/30/20,2021-02-04,26.270000457763672,26.18000030517578,-0.09000015258789062,-0.003425966921187949
143,1297996,DIGITAL REALTY TRUST  INC ,DLR-PL,2020-11-06,9/30/20,2021-02-04,26.610000610351562,26.950000762939453,0.3400001525878906,0.012777156887986958
144,1297996,DIGITAL REALTY TRUST  INC ,DLR,2021-05-07,3/31/21,2021-08-05,151.17999267578125,155.9600067138672,4.7800140380859375,0.03161803326936982
145,1297996,DIGITAL REALTY TRUST  INC ,DLR-PK,2021-05-07,3/31/21,2021-08-05,28.139999389648438,28.09000015258789,-0.049999237060546875,-0.0017768030613014001
146,1297996,DIGITAL REALTY TRUST  INC ,DLR-PJ,2021-05-07,3/31/21,2021-08-05,26.790000915527344,26.3700008392334,-0.4200000762939453,-0.0156774939134293
147,1297996,DIGITAL REALTY TRUST  INC ,DLR-PL,2021-05-07,3/31/21,2021-08-05,27.399999618530273,27.899999618530273,0.5,0.018248175436537464
148,1297996,DIGITAL REALTY TRUST  INC ,DLR,2021-08-06,6/30/21,2021-11-04,157.0800018310547,156.16000366210938,-0.9199981689453125,-0.005856876484727855
149,1297996,DIGITAL REALTY TRUST  INC ,DLR-PK,2021-08-06,6/30/21,2021-11-04,28.010000228881836,27.809999465942383,-0.20000076293945312,-0.007140334212965381
150,1297996,DIGITAL REALTY TRUST  INC ,DLR-PJ,2021-08-06,6/30/21,2021-11-04,26.329999923706055,26.079999923706055,-0.25,-0.009494872796217291
151,1297996,DIGITAL REALTY TRUST  INC ,DLR-PL,2021-08-06,6/30/21,2021-11-04,27.81999969482422,27.600000381469727,-0.2199993133544922,-0.007907955275622165
152,1297996,DIGITAL REALTY TRUST  INC ,DLR,2021-11-05,9/30/21,2022-02-03,155.47000122070312,147.0,-8.470001220703125,-0.05447997140412461
153,1297996,DIGITAL REALTY TRUST  INC ,DLR-PK,2021-11-05,9/30/21,2022-02-03,27.989999771118164,26.549999237060547,-1.4400005340576172,-0.05144696483861711
154,1297996,DIGITAL REALTY TRUST  INC ,DLR-PJ,2021-11-05,9/30/21,2022-02-03,26.350000381469727,25.200000762939453,-1.1499996185302734,-0.04364324864826168
155,1297996,DIGITAL REALTY TRUST  INC ,DLR-PL,2021-11-05,9/30/21,2022-02-03,27.670000076293945,25.635000228881836,-2.0349998474121094,-0.07354535026386139
156,1301236,Sotherly Hotels Inc ,SOHO,2017-05-12,3/31/17,2017-08-10,6.190000057220459,6.230000019073486,0.039999961853027344,0.006462029318783047
